input,generated_prompt,session_url,share_url,format,isCompleted,completionStatus,completionError,title,categories,keywords,description,role,industry,jtbd,date,sub_industry
"IBIDEN Co., Ltd.","Write a Competitor Analysis report in English for ""IBIDEN Co., Ltd."". Classify it as industry ""materials"", sub_industry [""polymers_and_resins""], and content_category ""competitor_analysis"". The user role is innovation and product strategy leader; the jobs to be done are track technologies and competitors. Use these keywords as anchors: IBIDEN Co., Ltd, agricultural, ceramic, resin, technical research, patent portfolio, competitor monitoring, and market trends. Focus on company positioning, product and technology bets, patent signals, partnerships, and competitive risks. Include a clear title, concise executive summary, company snapshot, product and technology direction, patent/IP signals, competitive moves, risks, and watch points. Make it practical, specific, and suitable as recommended content for users browsing for inspiration. Cover technology, product, market, IP, risk, opportunity, and follow-up research angles where relevant. Avoid generic filler and avoid deep technical mechanism explanations unless needed for clarity. Use artifact-generator to generate the final result as HTML.",https://eureka.patsnap.com/ai-search/sess_65cd7ad319c24eff?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=73aa0a8d4ad43721f690c2619ab54dff&from=invite-eureakplg-result&content=,html,,,,"IBIDEN Co., Ltd.","[""competitor_analysis""]","[""IBIDEN Co., Ltd"", ""agricultural"", ""ceramic"", ""resin"", ""technical research"", ""patent portfolio"", ""competitor monitoring"", ""market trends""]","A competitor analysis on IBIDEN Co., Ltd. for Materials / Polymers and Resins, focused on company positioning, product and technology bets, patent signals, partnerships, and competitive risks around IBIDEN Co., Ltd, agricultural, ceramic, resin, and technical research.",innovation_product_strategy,materials,"[""technology_competitors""]",2026-09-08,"[""polymers_and_resins""]"
Atotech Deutschland GmbH & Co. KG,"Write a Competitor Analysis report in English for ""Atotech Deutschland GmbH & Co. KG"". Classify it as industry ""materials"", sub_industry [""coatings_and_surfaces""], and content_category ""competitor_analysis"". The user role is innovation and product strategy leader; the jobs to be done are track technologies and competitors. Use these keywords as anchors: Atotech Deutschland GmbH & Co. KG, metal, technical research, patent portfolio, competitor monitoring, and market trends. Focus on company positioning, product and technology bets, patent signals, partnerships, and competitive risks. Include a clear title, concise executive summary, company snapshot, product and technology direction, patent/IP signals, competitive moves, risks, and watch points. Make it practical, specific, and suitable as recommended content for users browsing for inspiration. Cover technology, product, market, IP, risk, opportunity, and follow-up research angles where relevant. Avoid generic filler and avoid deep technical mechanism explanations unless needed for clarity. Use artifact-generator to generate the final result as HTML.",https://eureka.patsnap.com/ai-search/sess_63a8615fc71546be?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=296379433941c949ff8cdfbfb06ca3da&from=invite-eureakplg-result&content=,html,,,,Atotech Deutschland GmbH & Co. KG,"[""competitor_analysis""]","[""Atotech Deutschland GmbH & Co. KG"", ""metal"", ""technical research"", ""patent portfolio"", ""competitor monitoring"", ""market trends""]","A competitor analysis on Atotech Deutschland GmbH & Co. KG for Materials / Coatings and Surfaces, focused on company positioning, product and technology bets, patent signals, partnerships, and competitive risks around Atotech Deutschland GmbH & Co. KG, metal, technical research, patent portfolio, and competitor monitoring.",innovation_product_strategy,materials,"[""technology_competitors""]",2026-09-08,"[""coatings_and_surfaces""]"
"Huawei Device Co., Ltd.","Write a Competitor Analysis report in English for ""Huawei Device Co., Ltd."". Classify it as industry ""engineering"", sub_industry [""industrial_equipment""], and content_category ""competitor_analysis"". The user role is innovation and product strategy leader; the jobs to be done are track technologies and competitors. Use these keywords as anchors: Huawei Device Co., Ltd, technical research, patent portfolio, competitor monitoring, and market trends. Focus on company positioning, product and technology bets, patent signals, partnerships, and competitive risks. Include a clear title, concise executive summary, company snapshot, product and technology direction, patent/IP signals, competitive moves, risks, and watch points. Make it practical, specific, and suitable as recommended content for users browsing for inspiration. Cover technology, product, market, IP, risk, opportunity, and follow-up research angles where relevant. Avoid generic filler and avoid deep technical mechanism explanations unless needed for clarity. Use artifact-generator to generate the final result as HTML.",https://eureka.patsnap.com/ai-search/sess_fa0fabf62a704b4f?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=ea1ebc95ec39527d87da15d8c112bef4&from=invite-eureakplg-result&content=,html,,,,"Huawei Device Co., Ltd.","[""competitor_analysis""]","[""Huawei Device Co., Ltd"", ""technical research"", ""patent portfolio"", ""competitor monitoring"", ""market trends""]","A competitor analysis on Huawei Device Co., Ltd. for Engineering / Industrial Equipment, focused on company positioning, product and technology bets, patent signals, partnerships, and competitive risks around Huawei Device Co., Ltd, technical research, patent portfolio, competitor monitoring, and market trends.",innovation_product_strategy,engineering,"[""technology_competitors""]",2026-09-08,"[""industrial_equipment""]"
"Taiwan Semiconductor Manufacturing Co., Ltd.","Write a Competitor Analysis report in English for ""Taiwan Semiconductor Manufacturing Co., Ltd."". Classify it as industry ""electronics_manufacturing"", sub_industry [""semiconductor_and_packaging""], and content_category ""competitor_analysis"". The user role is innovation and product strategy leader; the jobs to be done are track technologies and competitors. Use these keywords as anchors: Taiwan Semiconductor Manufacturing Co., Ltd, manufacturing, semiconductor, automotive, industrial, wafer, technical research, and patent portfolio. Focus on company positioning, product and technology bets, patent signals, partnerships, and competitive risks. Include a clear title, concise executive summary, company snapshot, product and technology direction, patent/IP signals, competitive moves, risks, and watch points. Make it practical, specific, and suitable as recommended content for users browsing for inspiration. Cover technology, product, market, IP, risk, opportunity, and follow-up research angles where relevant. Avoid generic filler and avoid deep technical mechanism explanations unless needed for clarity. Use artifact-generator to generate the final result as HTML.",https://eureka.patsnap.com/ai-search/sess_6523b25227a84354?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=5d315cf019566055ecdea5364e9e94ec&from=invite-eureakplg-result&content=,html,,,,"Taiwan Semiconductor Manufacturing Co., Ltd.","[""competitor_analysis""]","[""Taiwan Semiconductor Manufacturing Co., Ltd"", ""manufacturing"", ""semiconductor"", ""automotive"", ""industrial"", ""wafer"", ""technical research"", ""patent portfolio"", ""competitor monitoring"", ""market trends""]","A competitor analysis on Taiwan Semiconductor Manufacturing Co., Ltd. for Electronics Manufacturing / Semiconductor and Packaging, focused on company positioning, product and technology bets, patent signals, partnerships, and competitive risks around Taiwan Semiconductor Manufacturing Co., Ltd, manufacturing, semiconductor, automotive, and industrial.",innovation_product_strategy,electronics_manufacturing,"[""technology_competitors""]",2026-09-08,"[""semiconductor_and_packaging""]"
Sanofi-Aventis Deutschland GmbH,"Write a Competitor Analysis report in English for ""Sanofi-Aventis Deutschland GmbH"". Classify it as industry ""biotech"", sub_industry [""drug_discovery""], and content_category ""competitor_analysis"". The user role is innovation and product strategy leader; the jobs to be done are track technologies and competitors. Use these keywords as anchors: Sanofi-Aventis Deutschland GmbH, drug, technical research, patent portfolio, competitor monitoring, and market trends. Focus on company positioning, product and technology bets, patent signals, partnerships, and competitive risks. Include a clear title, concise executive summary, company snapshot, product and technology direction, patent/IP signals, competitive moves, risks, and watch points. Make it practical, specific, and suitable as recommended content for users browsing for inspiration. Cover technology, product, market, IP, risk, opportunity, and follow-up research angles where relevant. Avoid generic filler and avoid deep technical mechanism explanations unless needed for clarity. Use artifact-generator to generate the final result as HTML.",https://eureka.patsnap.com/ai-search/sess_8fc1a3a9a5c94f65?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=b63c22d4a2af221dbcfbf865d111af3f&from=invite-eureakplg-result&content=,html,,,,Sanofi-Aventis Deutschland GmbH,"[""competitor_analysis""]","[""Sanofi-Aventis Deutschland GmbH"", ""drug"", ""technical research"", ""patent portfolio"", ""competitor monitoring"", ""market trends""]","A competitor analysis on Sanofi-Aventis Deutschland GmbH for Biotechnology / Drug Discovery, focused on company positioning, product and technology bets, patent signals, partnerships, and competitive risks around Sanofi-Aventis Deutschland GmbH, drug, technical research, patent portfolio, and competitor monitoring.",innovation_product_strategy,biotech,"[""technology_competitors""]",2026-09-08,"[""drug_discovery""]"
Massachusetts Institute of Technology,"Write a Competitor Analysis report in English for ""Massachusetts Institute of Technology"". Classify it as industry ""other"", sub_industry [""general_strategy""], and content_category ""competitor_analysis"". The user role is innovation and product strategy leader; the jobs to be done are track technologies and competitors. Use these keywords as anchors: Massachusetts Institute of Technology, technical research, patent portfolio, competitor monitoring, and market trends. Focus on company positioning, product and technology bets, patent signals, partnerships, and competitive risks. Include a clear title, concise executive summary, company snapshot, product and technology direction, patent/IP signals, competitive moves, risks, and watch points. Make it practical, specific, and suitable as recommended content for users browsing for inspiration. Cover technology, product, market, IP, risk, opportunity, and follow-up research angles where relevant. Avoid generic filler and avoid deep technical mechanism explanations unless needed for clarity. Use artifact-generator to generate the final result as HTML.",https://eureka.patsnap.com/ai-search/sess_ca62a7f11d564331?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=5878cfc54d7aff7734930e0e47460ed1&from=invite-eureakplg-result&content=,html,,,,Massachusetts Institute of Technology,"[""competitor_analysis""]","[""Massachusetts Institute of Technology"", ""technical research"", ""patent portfolio"", ""competitor monitoring"", ""market trends""]","A competitor analysis on Massachusetts Institute of Technology for Other / General Strategy, focused on company positioning, product and technology bets, patent signals, partnerships, and competitive risks around Massachusetts Institute of Technology, technical research, patent portfolio, competitor monitoring, and market trends.",innovation_product_strategy,other,"[""technology_competitors""]",2026-09-08,"[""general_strategy""]"
"Kobe Steel, Ltd.","Write a Competitor Analysis report in English for ""Kobe Steel, Ltd."". Classify it as industry ""materials"", sub_industry [""metals_and_alloys""], and content_category ""competitor_analysis"". The user role is innovation and product strategy leader; the jobs to be done are track technologies and competitors. Use these keywords as anchors: Kobe Steel, Ltd, steel, stainless steel, construction, aluminum, titanium, plastic, and welding. Focus on company positioning, product and technology bets, patent signals, partnerships, and competitive risks. Include a clear title, concise executive summary, company snapshot, product and technology direction, patent/IP signals, competitive moves, risks, and watch points. Make it practical, specific, and suitable as recommended content for users browsing for inspiration. Cover technology, product, market, IP, risk, opportunity, and follow-up research angles where relevant. Avoid generic filler and avoid deep technical mechanism explanations unless needed for clarity. Use artifact-generator to generate the final result as HTML.",https://eureka.patsnap.com/ai-search/sess_79f0f1a3b63b4dfd?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=8070155b65299f160fb4664bd275d236&from=invite-eureakplg-result&content=,html,,,,"Kobe Steel, Ltd.","[""competitor_analysis""]","[""Kobe Steel, Ltd"", ""steel"", ""stainless steel"", ""construction"", ""aluminum"", ""titanium"", ""plastic"", ""welding"", ""technical research"", ""patent portfolio"", ""competitor monitoring"", ""market trends""]","A competitor analysis on Kobe Steel, Ltd. for Materials / Metals and Alloys, focused on company positioning, product and technology bets, patent signals, partnerships, and competitive risks around Kobe Steel, Ltd, steel, stainless steel, construction, and aluminum.",innovation_product_strategy,materials,"[""technology_competitors""]",2026-09-08,"[""metals_and_alloys""]"
NEC Platforms Ltd.,"Write a Competitor Analysis report in English for ""NEC Platforms Ltd."". Classify it as industry ""engineering"", sub_industry [""manufacturing_process_engineering""], and content_category ""competitor_analysis"". The user role is innovation and product strategy leader; the jobs to be done are track technologies and competitors. Use these keywords as anchors: NEC Platforms Ltd, technical research, patent portfolio, competitor monitoring, and market trends. Focus on company positioning, product and technology bets, patent signals, partnerships, and competitive risks. Include a clear title, concise executive summary, company snapshot, product and technology direction, patent/IP signals, competitive moves, risks, and watch points. Make it practical, specific, and suitable as recommended content for users browsing for inspiration. Cover technology, product, market, IP, risk, opportunity, and follow-up research angles where relevant. Avoid generic filler and avoid deep technical mechanism explanations unless needed for clarity. Use artifact-generator to generate the final result as HTML.",https://eureka.patsnap.com/ai-search/sess_f7cbb4bc993540f3?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=63799ef1927b1c9091ba97ed0fc04d9e&from=invite-eureakplg-result&content=,html,,,,NEC Platforms Ltd.,"[""competitor_analysis""]","[""NEC Platforms Ltd"", ""technical research"", ""patent portfolio"", ""competitor monitoring"", ""market trends""]","A competitor analysis on NEC Platforms Ltd. for Engineering / Manufacturing Process Engineering, focused on company positioning, product and technology bets, patent signals, partnerships, and competitive risks around NEC Platforms Ltd, technical research, patent portfolio, competitor monitoring, and market trends.",innovation_product_strategy,engineering,"[""technology_competitors""]",2026-09-08,"[""manufacturing_process_engineering""]"
"Suzuki Co., Ltd.","Write a Competitor Analysis report in English for ""Suzuki Co., Ltd."". Classify it as industry ""engineering"", sub_industry [""manufacturing_process_engineering""], and content_category ""competitor_analysis"". The user role is innovation and product strategy leader; the jobs to be done are track technologies and competitors. Use these keywords as anchors: Suzuki Co., Ltd, motor, technical research, patent portfolio, competitor monitoring, and market trends. Focus on company positioning, product and technology bets, patent signals, partnerships, and competitive risks. Include a clear title, concise executive summary, company snapshot, product and technology direction, patent/IP signals, competitive moves, risks, and watch points. Make it practical, specific, and suitable as recommended content for users browsing for inspiration. Cover technology, product, market, IP, risk, opportunity, and follow-up research angles where relevant. Avoid generic filler and avoid deep technical mechanism explanations unless needed for clarity. Use artifact-generator to generate the final result as HTML.",https://eureka.patsnap.com/ai-search/sess_d0d01169ea634ec1?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=4e163fd88a789ca6563476b85556e35e&from=invite-eureakplg-result&content=,html,,,,"Suzuki Co., Ltd.","[""competitor_analysis""]","[""Suzuki Co., Ltd"", ""motor"", ""technical research"", ""patent portfolio"", ""competitor monitoring"", ""market trends""]","A competitor analysis on Suzuki Co., Ltd. for Engineering / Manufacturing Process Engineering, focused on company positioning, product and technology bets, patent signals, partnerships, and competitive risks around Suzuki Co., Ltd, motor, technical research, patent portfolio, and competitor monitoring.",innovation_product_strategy,engineering,"[""technology_competitors""]",2026-09-08,"[""manufacturing_process_engineering""]"
Alcon AG,"Write a Competitor Analysis report in English for ""Alcon AG"". Classify it as industry ""medical_devices"", sub_industry [""surgical_and_interventional_devices""], and content_category ""competitor_analysis"". The user role is innovation and product strategy leader; the jobs to be done are track technologies and competitors. Use these keywords as anchors: Alcon AG, pharmaceutical, surgical, technical research, patent portfolio, competitor monitoring, and market trends. Focus on company positioning, product and technology bets, patent signals, partnerships, and competitive risks. Include a clear title, concise executive summary, company snapshot, product and technology direction, patent/IP signals, competitive moves, risks, and watch points. Make it practical, specific, and suitable as recommended content for users browsing for inspiration. Cover technology, product, market, IP, risk, opportunity, and follow-up research angles where relevant. Avoid generic filler and avoid deep technical mechanism explanations unless needed for clarity. Use artifact-generator to generate the final result as HTML.",https://eureka.patsnap.com/ai-search/sess_ab2fcda3f9dd4da7?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=6fe57d7f9ef78519df35347b9f52b0f5&from=invite-eureakplg-result&content=,html,,,,Alcon AG,"[""competitor_analysis""]","[""Alcon AG"", ""pharmaceutical"", ""surgical"", ""technical research"", ""patent portfolio"", ""competitor monitoring"", ""market trends""]","A competitor analysis on Alcon AG for Medical Devices / Surgical and Interventional Devices, focused on company positioning, product and technology bets, patent signals, partnerships, and competitive risks around Alcon AG, pharmaceutical, surgical, technical research, and patent portfolio.",innovation_product_strategy,medical_devices,"[""technology_competitors""]",2026-09-08,"[""surgical_and_interventional_devices""]"
DISCO Corp.,"Write a Competitor Analysis report in English for ""DISCO Corp."". Classify it as industry ""electronics_manufacturing"", sub_industry [""semiconductor_and_packaging""], and content_category ""competitor_analysis"". The user role is innovation and product strategy leader; the jobs to be done are track technologies and competitors. Use these keywords as anchors: DISCO Corp, manufacturing, laser, wafer, technical research, patent portfolio, competitor monitoring, and market trends. Focus on company positioning, product and technology bets, patent signals, partnerships, and competitive risks. Include a clear title, concise executive summary, company snapshot, product and technology direction, patent/IP signals, competitive moves, risks, and watch points. Make it practical, specific, and suitable as recommended content for users browsing for inspiration. Cover technology, product, market, IP, risk, opportunity, and follow-up research angles where relevant. Avoid generic filler and avoid deep technical mechanism explanations unless needed for clarity. Use artifact-generator to generate the final result as HTML.",https://eureka.patsnap.com/ai-search/sess_91e0fd67d1ce484c?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=5133d948ae4e7f4d178f2414ce1b4e49&from=invite-eureakplg-result&content=,html,,,,DISCO Corp.,"[""competitor_analysis""]","[""DISCO Corp"", ""manufacturing"", ""laser"", ""wafer"", ""technical research"", ""patent portfolio"", ""competitor monitoring"", ""market trends""]","A competitor analysis on DISCO Corp. for Electronics Manufacturing / Semiconductor and Packaging, focused on company positioning, product and technology bets, patent signals, partnerships, and competitive risks around DISCO Corp, manufacturing, laser, wafer, and technical research.",innovation_product_strategy,electronics_manufacturing,"[""technology_competitors""]",2026-09-08,"[""semiconductor_and_packaging""]"
"Trimble, Inc.","Write a Competitor Analysis report in English for ""Trimble, Inc."". Classify it as industry ""construction"", sub_industry [""infrastructure""], and content_category ""competitor_analysis"". The user role is innovation and product strategy leader; the jobs to be done are track technologies and competitors. Use these keywords as anchors: Trimble, Inc, infrastructure, construction, agriculture, technical research, patent portfolio, competitor monitoring, and market trends. Focus on company positioning, product and technology bets, patent signals, partnerships, and competitive risks. Include a clear title, concise executive summary, company snapshot, product and technology direction, patent/IP signals, competitive moves, risks, and watch points. Make it practical, specific, and suitable as recommended content for users browsing for inspiration. Cover technology, product, market, IP, risk, opportunity, and follow-up research angles where relevant. Avoid generic filler and avoid deep technical mechanism explanations unless needed for clarity. Use artifact-generator to generate the final result as HTML.",https://eureka.patsnap.com/ai-search/sess_2b7010c7fbf74cc4?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=2ec66e663f67d8112b441da5bc61e37c&from=invite-eureakplg-result&content=,html,,,,"Trimble, Inc.","[""competitor_analysis""]","[""Trimble, Inc"", ""infrastructure"", ""construction"", ""agriculture"", ""technical research"", ""patent portfolio"", ""competitor monitoring"", ""market trends""]","A competitor analysis on Trimble, Inc. for Construction / Infrastructure, focused on company positioning, product and technology bets, patent signals, partnerships, and competitive risks around Trimble, Inc, infrastructure, construction, agriculture, and technical research.",innovation_product_strategy,construction,"[""technology_competitors""]",2026-09-08,"[""infrastructure""]"
Janssen Pharmaceutica NV,"Write a Competitor Analysis report in English for ""Janssen Pharmaceutica NV"". Classify it as industry ""biotech"", sub_industry [""drug_discovery""], and content_category ""competitor_analysis"". The user role is innovation and product strategy leader; the jobs to be done are track technologies and competitors. Use these keywords as anchors: Janssen Pharmaceutica NV, pharmaceutical, technical research, patent portfolio, competitor monitoring, and market trends. Focus on company positioning, product and technology bets, patent signals, partnerships, and competitive risks. Include a clear title, concise executive summary, company snapshot, product and technology direction, patent/IP signals, competitive moves, risks, and watch points. Make it practical, specific, and suitable as recommended content for users browsing for inspiration. Cover technology, product, market, IP, risk, opportunity, and follow-up research angles where relevant. Avoid generic filler and avoid deep technical mechanism explanations unless needed for clarity. Use artifact-generator to generate the final result as HTML.",https://eureka.patsnap.com/ai-search/sess_85f33fd8b35d4009?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=b9f4f52845552f317b0fafc79e13572a&from=invite-eureakplg-result&content=,html,,,,Janssen Pharmaceutica NV,"[""competitor_analysis""]","[""Janssen Pharmaceutica NV"", ""pharmaceutical"", ""technical research"", ""patent portfolio"", ""competitor monitoring"", ""market trends""]","A competitor analysis on Janssen Pharmaceutica NV for Biotechnology / Drug Discovery, focused on company positioning, product and technology bets, patent signals, partnerships, and competitive risks around Janssen Pharmaceutica NV, pharmaceutical, technical research, patent portfolio, and competitor monitoring.",innovation_product_strategy,biotech,"[""technology_competitors""]",2026-09-08,"[""drug_discovery""]"
