input,generated_prompt,session_url,share_url,format,isCompleted,completionStatus,completionError,title,categories,keywords,description,role,industry,jtbd,date,sub_industry
"IBIDEN Co., Ltd.","Write a Competitor Analysis report in English for ""IBIDEN Co., Ltd."". Classify it as industry ""materials"", sub_industry [""polymers_and_resins""], and content_category ""competitor_analysis"". The user role is innovation and product strategy leader; the jobs to be done are track technologies and competitors. Use these keywords as anchors: IBIDEN Co., Ltd, agricultural, ceramic, resin, technical research, patent portfolio, competitor monitoring, and market trends. Focus on company positioning, product and technology bets, patent signals, partnerships, and competitive risks. Include a clear title, concise executive summary, company snapshot, product and technology direction, patent/IP signals, competitive moves, risks, and watch points. Make it practical, specific, and suitable as recommended content for users browsing for inspiration. Cover technology, product, market, IP, risk, opportunity, and follow-up research angles where relevant. Avoid generic filler and avoid deep technical mechanism explanations unless needed for clarity.",https://eureka.patsnap.com/ai-search/sess_e536d974e98d4913?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=7bf2ecc8a9f67954e47e7fec25beeb67&from=invite-eureakplg-result&content=,report,,,,"IBIDEN Co., Ltd.","[""competitor_analysis""]","[""IBIDEN Co., Ltd"", ""agricultural"", ""ceramic"", ""resin"", ""technical research"", ""patent portfolio"", ""competitor monitoring"", ""market trends""]","A competitor analysis on IBIDEN Co., Ltd. for Materials / Polymers and Resins, focused on company positioning, product and technology bets, patent signals, partnerships, and competitive risks around IBIDEN Co., Ltd, agricultural, ceramic, resin, and technical research.",innovation_product_strategy,materials,"[""technology_competitors""]",2026-09-08,"[""polymers_and_resins""]"
Atotech Deutschland GmbH & Co. KG,"Write a Competitor Analysis report in English for ""Atotech Deutschland GmbH & Co. KG"". Classify it as industry ""materials"", sub_industry [""coatings_and_surfaces""], and content_category ""competitor_analysis"". The user role is innovation and product strategy leader; the jobs to be done are track technologies and competitors. Use these keywords as anchors: Atotech Deutschland GmbH & Co. KG, metal, technical research, patent portfolio, competitor monitoring, and market trends. Focus on company positioning, product and technology bets, patent signals, partnerships, and competitive risks. Include a clear title, concise executive summary, company snapshot, product and technology direction, patent/IP signals, competitive moves, risks, and watch points. Make it practical, specific, and suitable as recommended content for users browsing for inspiration. Cover technology, product, market, IP, risk, opportunity, and follow-up research angles where relevant. Avoid generic filler and avoid deep technical mechanism explanations unless needed for clarity.",https://eureka.patsnap.com/ai-search/sess_d21e43b2b05e4835?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=1bdd84a832c954e08e4e82ce5ed8bcd2&from=invite-eureakplg-result&content=,report,,,,Atotech Deutschland GmbH & Co. KG,"[""competitor_analysis""]","[""Atotech Deutschland GmbH & Co. KG"", ""metal"", ""technical research"", ""patent portfolio"", ""competitor monitoring"", ""market trends""]","A competitor analysis on Atotech Deutschland GmbH & Co. KG for Materials / Coatings and Surfaces, focused on company positioning, product and technology bets, patent signals, partnerships, and competitive risks around Atotech Deutschland GmbH & Co. KG, metal, technical research, patent portfolio, and competitor monitoring.",innovation_product_strategy,materials,"[""technology_competitors""]",2026-09-08,"[""coatings_and_surfaces""]"
"Huawei Device Co., Ltd.","Write a Competitor Analysis report in English for ""Huawei Device Co., Ltd."". Classify it as industry ""engineering"", sub_industry [""industrial_equipment""], and content_category ""competitor_analysis"". The user role is innovation and product strategy leader; the jobs to be done are track technologies and competitors. Use these keywords as anchors: Huawei Device Co., Ltd, technical research, patent portfolio, competitor monitoring, and market trends. Focus on company positioning, product and technology bets, patent signals, partnerships, and competitive risks. Include a clear title, concise executive summary, company snapshot, product and technology direction, patent/IP signals, competitive moves, risks, and watch points. Make it practical, specific, and suitable as recommended content for users browsing for inspiration. Cover technology, product, market, IP, risk, opportunity, and follow-up research angles where relevant. Avoid generic filler and avoid deep technical mechanism explanations unless needed for clarity.",https://eureka.patsnap.com/ai-search/sess_197f30c1dee04fdc?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=221fbf92333b7b9e4c8b97f961fd9d20&from=invite-eureakplg-result&content=,report,,,,"Huawei Device Co., Ltd.","[""competitor_analysis""]","[""Huawei Device Co., Ltd"", ""technical research"", ""patent portfolio"", ""competitor monitoring"", ""market trends""]","A competitor analysis on Huawei Device Co., Ltd. for Engineering / Industrial Equipment, focused on company positioning, product and technology bets, patent signals, partnerships, and competitive risks around Huawei Device Co., Ltd, technical research, patent portfolio, competitor monitoring, and market trends.",innovation_product_strategy,engineering,"[""technology_competitors""]",2026-09-08,"[""industrial_equipment""]"
"Taiwan Semiconductor Manufacturing Co., Ltd.","Write a Competitor Analysis report in English for ""Taiwan Semiconductor Manufacturing Co., Ltd."". Classify it as industry ""electronics_manufacturing"", sub_industry [""semiconductor_and_packaging""], and content_category ""competitor_analysis"". The user role is innovation and product strategy leader; the jobs to be done are track technologies and competitors. Use these keywords as anchors: Taiwan Semiconductor Manufacturing Co., Ltd, manufacturing, semiconductor, automotive, industrial, wafer, technical research, and patent portfolio. Focus on company positioning, product and technology bets, patent signals, partnerships, and competitive risks. Include a clear title, concise executive summary, company snapshot, product and technology direction, patent/IP signals, competitive moves, risks, and watch points. Make it practical, specific, and suitable as recommended content for users browsing for inspiration. Cover technology, product, market, IP, risk, opportunity, and follow-up research angles where relevant. Avoid generic filler and avoid deep technical mechanism explanations unless needed for clarity.",https://eureka.patsnap.com/ai-search/sess_40adf64bc9994e3c?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=f00fdad878ca3ffa0bfd8b49d133c2d4&from=invite-eureakplg-result&content=,report,,,,"Taiwan Semiconductor Manufacturing Co., Ltd.","[""competitor_analysis""]","[""Taiwan Semiconductor Manufacturing Co., Ltd"", ""manufacturing"", ""semiconductor"", ""automotive"", ""industrial"", ""wafer"", ""technical research"", ""patent portfolio"", ""competitor monitoring"", ""market trends""]","A competitor analysis on Taiwan Semiconductor Manufacturing Co., Ltd. for Electronics Manufacturing / Semiconductor and Packaging, focused on company positioning, product and technology bets, patent signals, partnerships, and competitive risks around Taiwan Semiconductor Manufacturing Co., Ltd, manufacturing, semiconductor, automotive, and industrial.",innovation_product_strategy,electronics_manufacturing,"[""technology_competitors""]",2026-09-08,"[""semiconductor_and_packaging""]"
Sanofi-Aventis Deutschland GmbH,"Write a Competitor Analysis report in English for ""Sanofi-Aventis Deutschland GmbH"". Classify it as industry ""biotech"", sub_industry [""drug_discovery""], and content_category ""competitor_analysis"". The user role is innovation and product strategy leader; the jobs to be done are track technologies and competitors. Use these keywords as anchors: Sanofi-Aventis Deutschland GmbH, drug, technical research, patent portfolio, competitor monitoring, and market trends. Focus on company positioning, product and technology bets, patent signals, partnerships, and competitive risks. Include a clear title, concise executive summary, company snapshot, product and technology direction, patent/IP signals, competitive moves, risks, and watch points. Make it practical, specific, and suitable as recommended content for users browsing for inspiration. Cover technology, product, market, IP, risk, opportunity, and follow-up research angles where relevant. Avoid generic filler and avoid deep technical mechanism explanations unless needed for clarity.",https://eureka.patsnap.com/ai-search/sess_4b0f727afa104485?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=95323324d7139e1efd0507cfb4ea3e1c&from=invite-eureakplg-result&content=,report,,,,Sanofi-Aventis Deutschland GmbH,"[""competitor_analysis""]","[""Sanofi-Aventis Deutschland GmbH"", ""drug"", ""technical research"", ""patent portfolio"", ""competitor monitoring"", ""market trends""]","A competitor analysis on Sanofi-Aventis Deutschland GmbH for Biotechnology / Drug Discovery, focused on company positioning, product and technology bets, patent signals, partnerships, and competitive risks around Sanofi-Aventis Deutschland GmbH, drug, technical research, patent portfolio, and competitor monitoring.",innovation_product_strategy,biotech,"[""technology_competitors""]",2026-09-08,"[""drug_discovery""]"
Massachusetts Institute of Technology,"Write a Competitor Analysis report in English for ""Massachusetts Institute of Technology"". Classify it as industry ""other"", sub_industry [""general_strategy""], and content_category ""competitor_analysis"". The user role is innovation and product strategy leader; the jobs to be done are track technologies and competitors. Use these keywords as anchors: Massachusetts Institute of Technology, technical research, patent portfolio, competitor monitoring, and market trends. Focus on company positioning, product and technology bets, patent signals, partnerships, and competitive risks. Include a clear title, concise executive summary, company snapshot, product and technology direction, patent/IP signals, competitive moves, risks, and watch points. Make it practical, specific, and suitable as recommended content for users browsing for inspiration. Cover technology, product, market, IP, risk, opportunity, and follow-up research angles where relevant. Avoid generic filler and avoid deep technical mechanism explanations unless needed for clarity.",https://eureka.patsnap.com/ai-search/sess_5d298258a516474a?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=670d3323d39151d4815a82841f5d6e27&from=invite-eureakplg-result&content=,report,,,,Massachusetts Institute of Technology,"[""competitor_analysis""]","[""Massachusetts Institute of Technology"", ""technical research"", ""patent portfolio"", ""competitor monitoring"", ""market trends""]","A competitor analysis on Massachusetts Institute of Technology for Other / General Strategy, focused on company positioning, product and technology bets, patent signals, partnerships, and competitive risks around Massachusetts Institute of Technology, technical research, patent portfolio, competitor monitoring, and market trends.",innovation_product_strategy,other,"[""technology_competitors""]",2026-09-08,"[""general_strategy""]"
"Kobe Steel, Ltd.","Write a Competitor Analysis report in English for ""Kobe Steel, Ltd."". Classify it as industry ""materials"", sub_industry [""metals_and_alloys""], and content_category ""competitor_analysis"". The user role is innovation and product strategy leader; the jobs to be done are track technologies and competitors. Use these keywords as anchors: Kobe Steel, Ltd, steel, stainless steel, construction, aluminum, titanium, plastic, and welding. Focus on company positioning, product and technology bets, patent signals, partnerships, and competitive risks. Include a clear title, concise executive summary, company snapshot, product and technology direction, patent/IP signals, competitive moves, risks, and watch points. Make it practical, specific, and suitable as recommended content for users browsing for inspiration. Cover technology, product, market, IP, risk, opportunity, and follow-up research angles where relevant. Avoid generic filler and avoid deep technical mechanism explanations unless needed for clarity.",https://eureka.patsnap.com/ai-search/sess_a70fc380e9d54fa2?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=86cba6302c8aa74af45cb67421364045&from=invite-eureakplg-result&content=,report,,,,"Kobe Steel, Ltd.","[""competitor_analysis""]","[""Kobe Steel, Ltd"", ""steel"", ""stainless steel"", ""construction"", ""aluminum"", ""titanium"", ""plastic"", ""welding"", ""technical research"", ""patent portfolio"", ""competitor monitoring"", ""market trends""]","A competitor analysis on Kobe Steel, Ltd. for Materials / Metals and Alloys, focused on company positioning, product and technology bets, patent signals, partnerships, and competitive risks around Kobe Steel, Ltd, steel, stainless steel, construction, and aluminum.",innovation_product_strategy,materials,"[""technology_competitors""]",2026-09-08,"[""metals_and_alloys""]"
NEC Platforms Ltd.,"Write a Competitor Analysis report in English for ""NEC Platforms Ltd."". Classify it as industry ""engineering"", sub_industry [""manufacturing_process_engineering""], and content_category ""competitor_analysis"". The user role is innovation and product strategy leader; the jobs to be done are track technologies and competitors. Use these keywords as anchors: NEC Platforms Ltd, technical research, patent portfolio, competitor monitoring, and market trends. Focus on company positioning, product and technology bets, patent signals, partnerships, and competitive risks. Include a clear title, concise executive summary, company snapshot, product and technology direction, patent/IP signals, competitive moves, risks, and watch points. Make it practical, specific, and suitable as recommended content for users browsing for inspiration. Cover technology, product, market, IP, risk, opportunity, and follow-up research angles where relevant. Avoid generic filler and avoid deep technical mechanism explanations unless needed for clarity.",https://eureka.patsnap.com/ai-search/sess_ee74d23c449446ed?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=94ded50ccedd65b4456da943aa70ab64&from=invite-eureakplg-result&content=,report,,,,NEC Platforms Ltd.,"[""competitor_analysis""]","[""NEC Platforms Ltd"", ""technical research"", ""patent portfolio"", ""competitor monitoring"", ""market trends""]","A competitor analysis on NEC Platforms Ltd. for Engineering / Manufacturing Process Engineering, focused on company positioning, product and technology bets, patent signals, partnerships, and competitive risks around NEC Platforms Ltd, technical research, patent portfolio, competitor monitoring, and market trends.",innovation_product_strategy,engineering,"[""technology_competitors""]",2026-09-08,"[""manufacturing_process_engineering""]"
"Suzuki Co., Ltd.","Write a Competitor Analysis report in English for ""Suzuki Co., Ltd."". Classify it as industry ""engineering"", sub_industry [""manufacturing_process_engineering""], and content_category ""competitor_analysis"". The user role is innovation and product strategy leader; the jobs to be done are track technologies and competitors. Use these keywords as anchors: Suzuki Co., Ltd, motor, technical research, patent portfolio, competitor monitoring, and market trends. Focus on company positioning, product and technology bets, patent signals, partnerships, and competitive risks. Include a clear title, concise executive summary, company snapshot, product and technology direction, patent/IP signals, competitive moves, risks, and watch points. Make it practical, specific, and suitable as recommended content for users browsing for inspiration. Cover technology, product, market, IP, risk, opportunity, and follow-up research angles where relevant. Avoid generic filler and avoid deep technical mechanism explanations unless needed for clarity.",https://eureka.patsnap.com/ai-search/sess_52b9afcd116d432c?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=0fd030ed94b15279d625b9a0f8c88a0c&from=invite-eureakplg-result&content=,report,,,,"Suzuki Co., Ltd.","[""competitor_analysis""]","[""Suzuki Co., Ltd"", ""motor"", ""technical research"", ""patent portfolio"", ""competitor monitoring"", ""market trends""]","A competitor analysis on Suzuki Co., Ltd. for Engineering / Manufacturing Process Engineering, focused on company positioning, product and technology bets, patent signals, partnerships, and competitive risks around Suzuki Co., Ltd, motor, technical research, patent portfolio, and competitor monitoring.",innovation_product_strategy,engineering,"[""technology_competitors""]",2026-09-08,"[""manufacturing_process_engineering""]"
Alcon AG,"Write a Competitor Analysis report in English for ""Alcon AG"". Classify it as industry ""medical_devices"", sub_industry [""surgical_and_interventional_devices""], and content_category ""competitor_analysis"". The user role is innovation and product strategy leader; the jobs to be done are track technologies and competitors. Use these keywords as anchors: Alcon AG, pharmaceutical, surgical, technical research, patent portfolio, competitor monitoring, and market trends. Focus on company positioning, product and technology bets, patent signals, partnerships, and competitive risks. Include a clear title, concise executive summary, company snapshot, product and technology direction, patent/IP signals, competitive moves, risks, and watch points. Make it practical, specific, and suitable as recommended content for users browsing for inspiration. Cover technology, product, market, IP, risk, opportunity, and follow-up research angles where relevant. Avoid generic filler and avoid deep technical mechanism explanations unless needed for clarity.",https://eureka.patsnap.com/ai-search/sess_363bf76135de4663?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=849563dc8d733d64ae970f5d7f949aeb&from=invite-eureakplg-result&content=,report,,,,Alcon AG,"[""competitor_analysis""]","[""Alcon AG"", ""pharmaceutical"", ""surgical"", ""technical research"", ""patent portfolio"", ""competitor monitoring"", ""market trends""]","A competitor analysis on Alcon AG for Medical Devices / Surgical and Interventional Devices, focused on company positioning, product and technology bets, patent signals, partnerships, and competitive risks around Alcon AG, pharmaceutical, surgical, technical research, and patent portfolio.",innovation_product_strategy,medical_devices,"[""technology_competitors""]",2026-09-08,"[""surgical_and_interventional_devices""]"
DISCO Corp.,"Write a Competitor Analysis report in English for ""DISCO Corp."". Classify it as industry ""electronics_manufacturing"", sub_industry [""semiconductor_and_packaging""], and content_category ""competitor_analysis"". The user role is innovation and product strategy leader; the jobs to be done are track technologies and competitors. Use these keywords as anchors: DISCO Corp, manufacturing, laser, wafer, technical research, patent portfolio, competitor monitoring, and market trends. Focus on company positioning, product and technology bets, patent signals, partnerships, and competitive risks. Include a clear title, concise executive summary, company snapshot, product and technology direction, patent/IP signals, competitive moves, risks, and watch points. Make it practical, specific, and suitable as recommended content for users browsing for inspiration. Cover technology, product, market, IP, risk, opportunity, and follow-up research angles where relevant. Avoid generic filler and avoid deep technical mechanism explanations unless needed for clarity.",https://eureka.patsnap.com/ai-search/sess_2ff05cb1765c47ec?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=96cccd33ed988f1cd4f828f1774182f6&from=invite-eureakplg-result&content=,report,,,,DISCO Corp.,"[""competitor_analysis""]","[""DISCO Corp"", ""manufacturing"", ""laser"", ""wafer"", ""technical research"", ""patent portfolio"", ""competitor monitoring"", ""market trends""]","A competitor analysis on DISCO Corp. for Electronics Manufacturing / Semiconductor and Packaging, focused on company positioning, product and technology bets, patent signals, partnerships, and competitive risks around DISCO Corp, manufacturing, laser, wafer, and technical research.",innovation_product_strategy,electronics_manufacturing,"[""technology_competitors""]",2026-09-08,"[""semiconductor_and_packaging""]"
"Trimble, Inc.","Write a Competitor Analysis report in English for ""Trimble, Inc."". Classify it as industry ""construction"", sub_industry [""infrastructure""], and content_category ""competitor_analysis"". The user role is innovation and product strategy leader; the jobs to be done are track technologies and competitors. Use these keywords as anchors: Trimble, Inc, infrastructure, construction, agriculture, technical research, patent portfolio, competitor monitoring, and market trends. Focus on company positioning, product and technology bets, patent signals, partnerships, and competitive risks. Include a clear title, concise executive summary, company snapshot, product and technology direction, patent/IP signals, competitive moves, risks, and watch points. Make it practical, specific, and suitable as recommended content for users browsing for inspiration. Cover technology, product, market, IP, risk, opportunity, and follow-up research angles where relevant. Avoid generic filler and avoid deep technical mechanism explanations unless needed for clarity.",https://eureka.patsnap.com/ai-search/sess_dab21d40ac5247ea?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=d35142016472ba8d2231d6f310e1a34c&from=invite-eureakplg-result&content=,report,,,,"Trimble, Inc.","[""competitor_analysis""]","[""Trimble, Inc"", ""infrastructure"", ""construction"", ""agriculture"", ""technical research"", ""patent portfolio"", ""competitor monitoring"", ""market trends""]","A competitor analysis on Trimble, Inc. for Construction / Infrastructure, focused on company positioning, product and technology bets, patent signals, partnerships, and competitive risks around Trimble, Inc, infrastructure, construction, agriculture, and technical research.",innovation_product_strategy,construction,"[""technology_competitors""]",2026-09-08,"[""infrastructure""]"
Janssen Pharmaceutica NV,"Write a Competitor Analysis report in English for ""Janssen Pharmaceutica NV"". Classify it as industry ""biotech"", sub_industry [""drug_discovery""], and content_category ""competitor_analysis"". The user role is innovation and product strategy leader; the jobs to be done are track technologies and competitors. Use these keywords as anchors: Janssen Pharmaceutica NV, pharmaceutical, technical research, patent portfolio, competitor monitoring, and market trends. Focus on company positioning, product and technology bets, patent signals, partnerships, and competitive risks. Include a clear title, concise executive summary, company snapshot, product and technology direction, patent/IP signals, competitive moves, risks, and watch points. Make it practical, specific, and suitable as recommended content for users browsing for inspiration. Cover technology, product, market, IP, risk, opportunity, and follow-up research angles where relevant. Avoid generic filler and avoid deep technical mechanism explanations unless needed for clarity.",https://eureka.patsnap.com/ai-search/sess_d08fc287f6bf4eb6?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=07fdef20ebe053ea3374c780fb722bc3&from=invite-eureakplg-result&content=,report,,,,Janssen Pharmaceutica NV,"[""competitor_analysis""]","[""Janssen Pharmaceutica NV"", ""pharmaceutical"", ""technical research"", ""patent portfolio"", ""competitor monitoring"", ""market trends""]","A competitor analysis on Janssen Pharmaceutica NV for Biotechnology / Drug Discovery, focused on company positioning, product and technology bets, patent signals, partnerships, and competitive risks around Janssen Pharmaceutica NV, pharmaceutical, technical research, patent portfolio, and competitor monitoring.",innovation_product_strategy,biotech,"[""technology_competitors""]",2026-09-08,"[""drug_discovery""]"
Oppo,"Write a Competitor Analysis report in English for ""Oppo"". Classify it as industry ""engineering"", sub_industry [""manufacturing_process_engineering""], and content_category ""competitor_analysis"". The user role is innovation and product strategy leader; the jobs to be done are track technologies and competitors. Use these keywords as anchors: Oppo, technical research, patent portfolio, competitor monitoring, and market trends. Focus on company positioning, product and technology bets, patent signals, partnerships, and competitive risks. Include a clear title, concise executive summary, company snapshot, product and technology direction, patent/IP signals, competitive moves, risks, and watch points. Make it practical, specific, and suitable as recommended content for users browsing for inspiration. Cover technology, product, market, IP, risk, opportunity, and follow-up research angles where relevant. Avoid generic filler and avoid deep technical mechanism explanations unless needed for clarity.",https://eureka.patsnap.com/ai-search/sess_92dab92943744028?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=f996bb4cb7c717f4e076663277a8df9e&from=invite-eureakplg-result&content=,report,,,,Oppo,"[""competitor_analysis""]","[""Oppo"", ""technical research"", ""patent portfolio"", ""competitor monitoring"", ""market trends""]","A competitor analysis on Oppo for Engineering / Manufacturing Process Engineering, focused on company positioning, product and technology bets, patent signals, partnerships, and competitive risks around Oppo, technical research, patent portfolio, competitor monitoring, and market trends.",innovation_product_strategy,engineering,"[""technology_competitors""]",2026-09-08,"[""manufacturing_process_engineering""]"
